ORISPL,SUBRGN,SRNAME,PLPRMFL,PLFUELCT,NBFACTOR,RMBMFLAG,CHPFLAG,PLHTIAN,PLHTIOZ,PLHTIANT,PLHTIOZT,PLNGENAN,PLNGENOZ,PLHTRT
50188,SRVC,SERC Virginia/Carolina,BLQ,BIOMASS,0.757526816,Yes,Yes,1222574.547,554581.0658,1222574.547,554581.066,205192.568,97468.424,5958.181425
59526,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
58341,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,82320,39829,8656,4188,
59176,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,3041,0,320,0,
60003,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
58342,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,82166,39754,8640,4180,
58847,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
59171,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,2090,0,219.78,0,
59177,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
59585,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
56849,SRVC,SERC Virginia/Carolina,NG,GAS,,,,,,,,,,
59586,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
59175,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
58046,SRVC,SERC Virginia/Carolina,DFO,OIL,1,,,526,89,526,89,46,8,11434.78261
58518,SRVC,SERC Virginia/Carolina,SLW,BIOMASS,1,Yes,,15527,0,15527,0,366,0,42423.49727
59146,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,2444,0,257,0,
59587,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
59950,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
58343,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,83222,40264,8751,4234,
59113,SRVC,SERC Virginia/Carolina,SUN,SOLAR,,,,0,0,,,,,
54213,MROW,MRO West,SUB,COAL,1,,Yes,,,,,0,0,
54210,MROW,MRO West,SUB,COAL,0.480263587,,Yes,473509.1672,101237.709,473509.167,101237.709,59633.67,16594.944,7940.298948
6469,MROW,MRO West,LIG,COAL,0.056243663,,,67550294.3,27517614.84,67550294.3,27517614.84,5838431,2383258,11569.93965
57032,MROW,MRO West,WND,WIND,,,,0,0,1612533,517752,169562,54443,
57121,MROW,MRO West,WND,WIND,,,,0,0,3941382,1305571,414446,137284,
57387,MROW,MRO West,WND,WIND,,,,0,0,2173511,733193,228550,77097,
57347,MROW,MRO West,WND,WIND,,,,0,0,3871010,1391733,407046,146344,
57800,MROW,MRO West,WND,WIND,,,,0,0,3082078,997152,324088,104853,
57801,MROW,MRO West,WND,WIND,,,,0,0,3107173,951951,326727,100100,
58872,MROW,MRO West,WND,WIND,,,,0,0,,,,,
57038,MROW,MRO West,WND,WIND,,,,0,0,2566169,799059,269839,84023,
59200,MROW,MRO West,WND,WIND,,,,0,0,,,,,
57171,MROW,MRO West,WND,WIND,,,,0,0,565085,186185,59420,19578,
6030,MROW,MRO West,RC,COAL,0,,Yes,92816375.29,36174156.02,92816375.29,36174156.02,8880798,3484383,10451.3553
58658,MROW,MRO West,WND,WIND,,,,0,0,,,,,
8222,MROW,MRO West,LIG,COAL,0.17273888,,,32197995.94,13467950.29,32197995.94,13467950.29,2745038,1137121,11729.52649
7884,MROW,MRO West,DFO,OIL,,,,,,,,,,
54908,MROW,MRO West,AB,BIOMASS,1,Yes,Yes,15044.59124,6398.820949,15044.591,6398.821,2652,586.979,5672.92279
56919,MROW,MRO West,WND,WIND,,,,0,0,5061195,1620828,532197,170434,
56357,MROW,MRO West,WND,WIND,,,,0,0,1628017,524362,171190,55138,
56099,MROW,MRO West,WND,WIND,,,,0,0,1708147,518827,179616,54556,
56392,MROW,MRO West,WND,WIND,,,,0,0,1715842,544932,180425,57301,
56573,MROW,MRO West,WND,WIND,,,,0,0,1764323,550562,185523,57893,
2815,MROW,MRO West,WAT,HYDRO,,,,0,0,24073234,12662004,2531360,1331441.002,
57172,MROW,MRO West,WH,OTHF,0.204704058,,,0,0,298992,133011,31440,13987,
2811,MROW,MRO West,DFO,OIL,,,,,,,,,,
2821,MROW,MRO West,DFO,OIL,,,,,,,,,,
2822,MROW,MRO West,DFO,OIL,,,,,,,,,,
56098,MROW,MRO West,DFO,OIL,1,,,498,174,498,174,50,18,9960
2801,MROW,MRO West,DFO,OIL,1,,,22386,7998,22386,7998,770,275,29072.72727
56242,MROW,MRO West,DFO,OIL,1,,,1555,558,1555,558,109,39,14266.05505
56605,MROW,MRO West,WND,WIND,,,,0,0,4117097,1410704,432923,148339,
57033,MROW,MRO West,WND,WIND,,,,0,0,1453850,502070,152876,52794,
56912,MROW,MRO West,WND,WIND,,,,0,0,1360890,476508,143101,50106,
2817,MROW,MRO West,LIG,COAL,0.331732666,,,40285878.96,16184648.3,40285878.96,16184648.3,3453455,1368075,11665.38407
59684,MROW,MRO West,WND,WIND,,,,0,0,,,,,
57943,MROW,MRO West,NG,GAS,1,,,944675.093,92270.434,944675.093,92270.434,98962,47968,9545.836715
57031,MROW,MRO West,WND,WIND,,,,0,0,1720284,595983,180892,62669,
59903,MROW,MRO West,WND,WIND,,,,0,0,,,,,
57048,MROW,MRO West,WND,WIND,,,,0,0,,,,,
2823,MROW,MRO West,LIG,COAL,0.151864847,,,48969773.4,16429352.26,48969773.4,16429352.26,4557992,1498110,10743.7164
55995,MROW,MRO West,WND,WIND,,,,0,0,,,,,
57881,MROW,MRO West,NG,GAS,1,,,876243.693,90837.65,876243.693,90837.65,110652.999,53634,7918.842697
59196,MROW,MRO West,DFO,OIL,1,,,84,30,84,30,8,3,10500
59194,MROW,MRO West,DFO,OIL,1,,,30,6,30,6,3,1,10000
59195,MROW,MRO West,DFO,OIL,1,,,18,0,18,0,2,0,9000
56607,MROW,MRO West,WND,WIND,,,,0,0,4463794,1428211,469379,150180,
2790,MROW,MRO West,LIG,COAL,0.820414483,,,5541466.818,2040274.929,5541466.818,2040274.929,547268,202149,10125.69128
57097,MROW,MRO West,WND,WIND,,,,0,0,4129146,1381955,434190,145316,
56786,MROW,MRO West,LIG,COAL,1,,Yes,970663.1648,409267.2206,970663.165,409267.221,32125,0,30215.19579
2824,MROW,MRO West,SUB,COAL,0.032461009,,,13427100.03,5692030.806,13427100.03,5692030.806,1307308,564404,10270.80078
56669,MROW,MRO West,WND,WIND,,,,0,0,6684797,2184788,702923,229736,
52133,MROW,MRO West,PRG,OTHF,0,,Yes,349266.5842,150354.2165,349266.584,150354.216,62038,26706.426,5629.881431
58965,MROW,MRO West,WND,WIND,,,,0,0,,,,,
56670,MROW,MRO West,WND,WIND,,,,0,0,320431,105576,33694,11102,
55638,MROW,MRO West,SUB,COAL,,,,,,,,,,
2791,MROW,MRO West,NG,GAS,,,,,,,,,,
57120,MROW,MRO West,WND,WIND,,,,0,0,1938185,653004,203805,68665,
56162,MROW,MRO West,WND,WIND,,,,0,0,1852634,627071,194809,65938,
2214,MROW,MRO West,NG,GAS,1,,,92,39,92,39,8,4,11500
57046,MROW,MRO West,SUB,COAL,0.532868931,,Yes,2332218.968,1034172.525,2332218.968,1034172.525,300397,138190,7763.789146
10862,MROW,MRO West,SUB,COAL,0.324576614,,Yes,233277.4016,100750.0395,233277.402,100750.04,41886,18089.387,5569.34063
2216,MROW,MRO West,DFO,OIL,1,,,24,0,24,0,2,0,12000
2215,MROW,MRO West,NG,GAS,1,,,2499,1073,2499,1073,231.999,100.001,10771.59815
8000,MROW,MRO West,NG,GAS,1,,,1587738.919,899716.154,1587738.919,899716.154,178509,101785,8894.447445
2217,MROW,MRO West,NG,GAS,1,,,288,84,288,84,20,6,14400
2221,MROW,MRO West,NG,GAS,1,,,1468.002,805,1468.002,805,137.001,75,10715.26485
58981,MROW,MRO West,WND,WIND,,,,0,0,930668,0,97862,0,
57593,MROW,MRO West,WND,WIND,,,,0,0,3086593,991046,324563,104211,
2222,MROW,MRO West,DFO,OIL,1,,,278,84,278,84,26,6.999,10692.30769
2241,MROW,MRO West,NG,GAS,1,,,21103.743,4647.09,21103.743,4647.09,-1471.001,-575.001,-14346.51846
2223,MROW,MRO West,DFO,OIL,1,,,407,111,407,111,39,11,10435.89744
2225,MROW,MRO West,DFO,OIL,,,,,,,,,,
2226,MROW,MRO West,NG,GAS,1,,,42464.275,42464.275,42464.275,42464.275,3231,3231,13142.7654
55972,MROW,MRO West,NG,GAS,1,,,410895.152,245367.577,410895.152,245367.577,21018,13191,19549.67894
2230,MROW,MRO West,DFO,OIL,1,,,86,18,86,18,6,2,14333.33333
7481,MROW,MRO West,DFO,OIL,1,,,47,12,47,12,2,1,23500
2260,MROW,MRO West,WAT,HYDRO,,,,0,0,1256318.001,585866.001,132105,61605,
8036,MROW,MRO West,NUC,NUCLEAR,,,,0,0,61890064,27158054,5917335,2596593,
2231,MROW,MRO West,NG,GAS,1,,,2231,988,2231,988,91,40,24516.48352
57278,MROW,MRO West,WND,WIND,,,,0,0,1692446,535897,177965,56351,
2232,MROW,MRO West,NG,GAS,1,,,125,71,125,71,6,3,20833.33333
2233,MROW,MRO West,NG,GAS,1,,,1406.999,470.999,1406.999,470.999,135.998,45.999,10345.73303
2234,MROW,MRO West,DFO,OIL,,,,,,,,,,
2243,MROW,MRO West,NG,GAS,1,,,908,537,908,537,-37,-21.926,-24540.54054
7955,MROW,MRO West,LFG,BIOMASS,0,Yes,,642016,273056,642016,273056,47080,20024,13636.70348
56947,MROW,MRO West,WND,WIND,,,,0,0,2584561,775189,271773,81513,
2235,MROW,MRO West,NG,GAS,1,,,212,81,212,81,25,10,8480
2236,MROW,MRO West,NG,GAS,1,,,2123,2123,2123,2123,103,103,20611.65049
2237,MROW,MRO West,NG,GAS,1,,,13891.999,7880.001,13891.999,7880.001,386.001,218.999,35989.54148
57283,MROW,MRO West,WND,WIND,,,,0,0,2187977,726754,230071,76420,
2289,MROW,MRO West,NUC,NUCLEAR,,,,0,0,43766182,18685673,4184503,1786545,
2238,MROW,MRO West,NG,GAS,1,,,1345,753,1345,753,97,55,13865.97938
6624,MROW,MRO West,WAT,HYDRO,,,,0,0,6208584,2895282,652848,304446,
6077,MROW,MRO West,SUB,COAL,0.094541788,,,88075773.63,36448681.2,88075773.63,36448681.2,8872009,3672838,9927.376497
60,MROW,MRO West,SUB,COAL,0.351432144,,,18668772.96,8584806.195,18668772.96,8584806.195,1673671,757794,11154.38635
58695,MROW,MRO West,WND,WIND,,,,0,0,,,,,
2265,MROW,MRO West,NG,GAS,1,,,76241,43891,76241,43891,5392,3104,14139.65134
2266,MROW,MRO West,DFO,OIL,1,,,15165,7807,15165,7807,654,572,23188.07339
59713,MROW,MRO West,SUN,SOLAR,,,,0,0,,,,,
2250,MROW,MRO West,NG,GAS,1,,,4034,2391,4034,2391,203,120,19871.92118
2227,MROW,MRO West,WAT,HYDRO,,,,0,0,914414,426423,96153,44840,
2228,MROW,MRO West,WAT,HYDRO,,,,0,0,619662,288970,65159,30386,
2229,MROW,MRO West,WAT,HYDRO,,,,0,0,778004,362811,81809,38150,
2290,MROW,MRO West,DFO,OIL,1,,,15764,5968,15764,5968,294,191,53619.04762
2268,MROW,MRO West,WAT,HYDRO,,,,0,0,2187,1020,230,107,
2248,MROW,MRO West,NG,GAS,,,,,,,,,,
785,MROW,MRO West,WAT,HYDRO,,,,0,0,373335,174100,39257,18307,
57262,MROW,MRO West,WND,WIND,,,,0,0,3342042,1053527,351424,110781,
2249,MROW,MRO West,NG,GAS,1,,,53.001,27,53.001,27,1.999,1.001,26513.75688
2240,MROW,MRO West,SUB,COAL,0.802996016,,,3957744.056,2049330.582,3957744.056,2049330.582,473867,227965,8352.014502
2253,MROW,MRO West,DFO,OIL,,,,,,,,,,
7469,MROW,MRO West,DFO,OIL,,,,,,,,,,
2271,MROW,MRO West,DFO,OIL,1,,,22366,15315,22366,15315,713,528,31368.86396
56106,RMPA,WECC Rockies,WND,WIND,,,,0,0,273888,96166,28800,10112,
55033,MROW,MRO West,OBG,BIOMASS,0.6957129,Yes,Yes,56950.20111,24442.33546,56950.201,24442.335,10053.999,4314.999,5664.43274
6229,MROW,MRO West,DFO,OIL,1,,,348,99,348,99,24,7,14500
2273,MROW,MRO West,WAT,HYDRO,,,,0,0,249144,116184,26198.001,12216.999,
2255,MROW,MRO West,NG,GAS,1,,,2293.999,1138,2293.999,1138,-940.999,-465.583,-2437.833622
7555,MROW,MRO West,NG,GAS,1,,,639,332.001,639,332.001,-762,-398.586,-838.5826772
6096,MROW,MRO West,SUB,COAL,0.124502666,,,89738543.97,38641975.57,89738543.97,38641975.57,8828982,3847680,10164.08732
2244,MROW,MRO West,NG,GAS,1,,,6044.274,5933.592,6044.274,5933.592,-931,250,-6492.238453
2291,MROW,MRO West,SUB,COAL,0.43017914,,,35503184.98,15933160.64,35503184.98,15933160.64,3060377,1366828,11600.91877
2274,MROW,MRO West,WAT,HYDRO,,,,0,0,482053,224798,50689,23638,
2294,MROW,MRO West,DFO,OIL,1,,,3086,898,3086,898,321,93,9613.707165
2295,MROW,MRO West,NG,GAS,1,,,862,461,862,461,66,34.999,13060.60606
55027,MROW,MRO West,OBG,BIOMASS,0.396372527,Yes,Yes,37409.4684,15996.97702,37409.468,15996.977,7386.999,3159,5064.230874
2296,MROW,MRO West,NG,GAS,1,,,236.001,91,236.001,91,19,7,12421.10526
2297,MROW,MRO West,DFO,OIL,1,,,181,52,181,52,24,7,7541.666667
59,MROW,MRO West,SUB,COAL,0.435975677,,,6631408.856,3050896.668,6631408.856,3050896.668,517873,236935,12805.08707
58322,MROW,MRO West,WND,WIND,,,,0,0,5092937,2687411,535535,282588,
2299,MROW,MRO West,DFO,OIL,1,,,1607.001,455,1607.001,455,60.001,17.001,26782.90362
6373,MROW,MRO West,NG,GAS,1,,,326714.489,233536.941,326714.489,233536.941,29675,20786,11009.75532
7965,MROW,MRO West,WND,WIND,,,,0,0,25896,9092,2723,956,
2300,MROW,MRO West,DFO,OIL,1,,,114,36,114,36,6,2,19000
2292,MROW,MRO West,NG,GAS,1,,,340378.46,229014.858,340378.46,229014.858,34804,24498,9779.866107
2277,MROW,MRO West,SUB,COAL,0.285461004,,,14767955.13,6241536.151,14767955.13,6241536.151,1259592,531676,11724.39578
2302,MROW,MRO West,NG,GAS,1,,,10.999,0,10.999,0,0.999,0,11010.01001
2303,MROW,MRO West,WAT,HYDRO,,,,17,0,6550,3046,688,320,9520.348837
2278,MROW,MRO West,WAT,HYDRO,,,,0,0,120263,56082,12646,5897,
7771,MROW,MRO West,WND,WIND,,,,0,0,99591,34968,10472,3677,
58594,MROW,MRO West,WND,WIND,,,,0,0,3159498,1065149,332229,112003,
2305,MROW,MRO West,DFO,OIL,1,,,130.999,49.001,130.999,49.001,10.001,4,13098.59014
2256,MROW,MRO West,NG,GAS,1,,,97,41,97,41,-389,-164.83,-249.3573265
2308,MROW,MRO West,DFO,OIL,1,,,4099,2293,4099,2293,300,168,13663.33333
7887,MROW,MRO West,NG,GAS,1,,,725806.289,493179.417,725806.289,493179.417,68570,47573.999,10584.89557
57755,MROW,MRO West,WND,WIND,,,,0,0,1679694,533587,176624,56108,
59736,MROW,MRO West,WND,WIND,,,,0,0,19866,3811,2089,401,
2310,MROW,MRO West,NG,GAS,1,,,1973,987.001,1973,987.001,190,94.999,10384.21053
2311,MROW,MRO West,NG,GAS,1,,,766,220,766,220,69,19.999,11101.44928
2312,MROW,MRO West,DFO,OIL,1,,,3717,1055.001,3717,1055.001,341,96.999,10900.29326
2313,MROW,MRO West,NG,GAS,1,,,635.999,305,635.999,305,56,27.001,11357.125
57937,MROW,MRO West,SUB,COAL,1,,,,,,,0,0,
2315,MROW,MRO West,DFO,OIL,1,,,607,171,607,171,55,16,11036.36364
2316,MROW,MRO West,DFO,OIL,1,,Yes,169.999,51.999,169.999,51.999,12,3,14166.58333
2354,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,685518,218083.001,72084,22932,
59953,NEWE,NPCC New England,WND,WIND,,,,0,0,,,,,
2355,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,415455,169041,43686,17775,
54639,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,1456835,586493.002,153189.998,61671.002,
10290,NEWE,NPCC New England,WDS,BIOMASS,0.164193303,Yes,,1934152.26,817332.8,1934152.26,817332.8,122900,51943,15737.60993
58054,NEWE,NPCC New England,WDS,BIOMASS,0.609500254,Yes,,3694270.047,1882511.545,3694270.047,1882511.545,285335,112382,12947.13248
50103,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,32639,13140,3432,1382,
10276,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,153168,61663,16106,6484,
2349,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,3364752,1419500,353812,149264,
54515,NEWE,NPCC New England,DFO,OIL,1,,Yes,5.675898877,0,5.676,0,0.981,0.018,5785.82964
54409,NEWE,NPCC New England,RFO,OIL,0.973146336,,Yes,73295.47107,1328.012219,73295.471,1328.012,13252,239.993,5530.898813
10839,NEWE,NPCC New England,WDS,BIOMASS,0.071363285,Yes,,1778632,789080,1778632,789080,131995,56236,13474.99526
10526,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,243788,98144,25635,10320,
55779,NEWE,NPCC New England,LFG,BIOMASS,,,,,,,,,,
2356,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,245937,99009,25861,10411,
54384,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,23185,9334,2438,981,
10570,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,156630,63056,16470,6630,
55661,NEWE,NPCC New England,NG,GAS,1,,,7187316.312,3068507.506,7187316.312,3068507.506,939577,406721,7649.523469
10109,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,74748,30092,7860,3164,
2357,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,395566.999,137467.001,41595.001,14455.001,
10059,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,,,,,
2358,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,116612,46945,12262,4936,
58004,NEWE,NPCC New England,WND,WIND,,,,0,0,2249362,701391,236526,73753,
55170,NEWE,NPCC New England,NG,GAS,0.482138797,,,25828478.97,13622204.98,25828478.97,13622204.98,3534364,1867549,7307.815203
50384,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,111211,44771,11694,4708,
58141,NEWE,NPCC New England,WND,WIND,,,,0,0,1031008,324510,108413,34123,
10108,NEWE,NPCC New England,NG,GAS,0.664681879,,Yes,161010.8117,84766.10853,161010.812,84766.109,30927.002,16281,5206.156474
10036,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,9614,3871,1011,407,
2359,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,74977,30185,7884,3174,
58595,NEWE,NPCC New England,WDS,BIOMASS,0.068933124,Yes,,1718682.63,729617.94,1718682.63,729617.94,106331,46650,16163.51422
2360,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,98504,39656,10358,4170,
59070,NEWE,NPCC New England,WND,WIND,,,,0,0,,,,,
56399,NEWE,NPCC New England,WND,WIND,,,,0,0,633764,198203,66642,20842,
54572,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,33989,13684,3574,1439,
2362,NEWE,NPCC New England,DFO,OIL,1,,,2340,2340,2340,2340,1073,19,2180.801491
50285,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,,,,,
54471,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,38220,15387,4019.001,1617.999,
6483,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,390441,157185,41056,16528,
2364,NEWE,NPCC New England,BIT,COAL,0.89147233,,,11681332.06,769347.884,11681332.06,769347.884,1152850,67208,10132.5689
10519,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,,,,,
10183,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,99627,40108,10476,4217,
55006,NEWE,NPCC New England,LFG,BIOMASS,1,Yes,,92186,48067,92186,48067,5126,2673,17984.00312
50324,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,54958,22125,5779,2327,
8002,NEWE,NPCC New England,RFO,OIL,1,,,1826093.193,361160.783,1826093.193,361160.783,128728,22876,14185.67206
50312,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,87452,35207,9196,3702,
50353,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,231930,93370,24388,9818,
50414,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,168525,67845,17721,7134,
50208,NEWE,NPCC New England,WDS,BIOMASS,0,Yes,,2058173,830586,2058173,830586,127869,52615,16095.94976
50739,NEWE,NPCC New England,WDS,BIOMASS,0.069764079,Yes,,2941551,1244214,2941551,1244214,166033,70275,17716.66476
54803,NEWE,NPCC New England,DFO,OIL,1,,Yes,8.702007861,0,8.702,0,1,0,8702.007861
50741,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,561576,226079.001,59051.001,23772.999,
50351,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,231969,93386,24392,9820,
54418,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,51753,20835,5442,2191,
2351,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,2670884,1105984,280850,116297,
2367,NEWE,NPCC New England,WDS,BIOMASS,0.777366588,Yes,,7317232.812,2397141.898,7317232.812,2397141.898,500274,160018,14626.45033
6115,NEWE,NPCC New England,NUC,NUCLEAR,,,,0,0,106351011,47880450,10168265,4577870,
2368,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,833256,321998,87619,33859,
50704,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,23024,9268,2421,975,
10838,NEWE,NPCC New England,WDS,BIOMASS,0,Yes,,2018394.2,844416.8,2018394.2,844416.8,142411,58973,14173.02175
58712,NEWE,NPCC New England,WAT,HYDRO,,,,0,0,,,,,
54663,NEWE,NPCC New England,LFG,BIOMASS,0.723595394,Yes,,513788,217417,513788,217417,29484,12476,17425.99376
58180,NEWE,NPCC New England,LFG,BIOMASS,0,Yes,Yes,638304.6014,273606.3643,638304.601,273606.364,56041,24022,11389.95738
50872,NEWE,NPCC New England,MSW,BIOMASS,1,,,,,,,0,0,
50873,NEWE,NPCC New England,MSW,BIOMASS,0,Yes,,2025867.382,871215.963,2025867.382,871215.963,101304,42686,19997.90119
2369,NEWE,NPCC New England,JF,OIL,1,,,1204.5,1204.5,1204.5,1204.5,1311,24,918.7643021
59371,RFCE,RFC East,SUN,SOLAR,,,,0,0,22349,11760,2350,1237,
57458,RFCE,RFC East,SUN,SOLAR,,,,0,0,43023,22639,4524,2381,
58187,RFCE,RFC East,SUN,SOLAR,,,,0,0,24574,12931,2584,1360,
59365,RFCE,RFC East,SUN,SOLAR,,,,0,0,54530,38827,5734,4083,
59370,RFCE,RFC East,SUN,SOLAR,,,,0,0,19285,10148,2028,1067,
58798,RFCE,RFC East,SUN,SOLAR,,,,0,0,18307,9633,1925,1013,
57845,RFCE,RFC East,LFG,BIOMASS,0.774465866,Yes,,239202.001,101993,239202.001,101993,15862,6763,15080.19172
58442,RFCE,RFC East,NG,GAS,0.198561839,,Yes,430721.2371,196802.0046,430721.237,196802.005,46522,21257,9258.441965
58519,RFCE,RFC East,SUN,SOLAR,,,,0,0,33952,17866,3570,1879,
54913,RFCE,RFC East,NG,GAS,,,,,,,,,,
10157,RFCE,RFC East,NG,GAS,1,,,13409,2523,13409,2523,889,167,15083.2396
56900,RFCE,RFC East,SUN,SOLAR,,,,0,0,28330,14907,2979,1568,
58360,RFCE,RFC East,SUN,SOLAR,,,,0,0,31783,16724,3342,1759,
2378,RFCE,RFC East,BIT,COAL,1,,,3490726.029,726285.594,3490726.029,726285.594,240625,47945,14506.91337
56964,RFCE,RFC East,NG,GAS,0.849646907,,,12670509.48,6256117.592,12670509.48,6256117.592,1301635,644558,9734.302997
59797,RFCE,RFC East,WND,WIND,,,,0,0,19218,5237,2021,551,
50497,RFCE,RFC East,NG,GAS,0.657439415,,Yes,3873802.11,1886930.266,3873802.11,1886930.266,680658.7,330683.67,5691.254824
54569,RFCE,RFC East,DFO,OIL,1,Yes,Yes,23021.25354,9390.51711,24008.456,9909.966,4595.003,1904.001,5224.90549
56294,RFCE,RFC East,OTH,OTHF,0,,,976021,420408,976021,420408,102631,44207,
58093,RFCE,RFC East,SUN,SOLAR,,,,0,0,13229,6962,1391,732,
57847,RFCE,RFC East,LFG,BIOMASS,0.225418569,Yes,,515555,219826,515555,219826,43674,18622,11804.6206
58096,RFCE,RFC East,SUN,SOLAR,,,,0,0,23232,12226,2443,1286,
57733,RFCE,RFC East,SUN,SOLAR,,,,0,0,19305,10159,2030,1068,
2398,RFCE,RFC East,NG,GAS,0.552336302,,Yes,48262837.5,18880903.95,48262837.5,18880903.95,5826524.008,2021914.998,8283.298486
59097,RFCE,RFC East,SUN,SOLAR,,,,0,0,150884,79397,15866,8349,
57727,RFCE,RFC East,SUN,SOLAR,,,,0,0,34701,18261,3649,1920,
59166,RFCE,RFC East,SUN,SOLAR,,,,0,0,18197,9576,1914,1007,
58947,RFCE,RFC East,NG,GAS,0.207477169,,,693499,310088,693499,310088,33138,14817,20927.60577
54829,RFCE,RFC East,NG,GAS,0.358519968,,Yes,294677.9065,134076.8794,294677.907,134076.879,53798,24478,5477.488132
2399,RFCE,RFC East,NG,GAS,1,,,1152601.155,487914.692,1152601.155,487914.692,114678.002,50979,10050.76069
57081,RFCE,RFC East,SUN,SOLAR,,,,0,0,52438,27593,5514,2902,
10751,RFCE,RFC East,NG,GAS,0.818353789,,Yes,3850334.132,1863270.579,3850334.132,1863270.579,424957,201275,9060.526434
10435,RFCE,RFC East,MSW,BIOMASS,0.467465753,Yes,Yes,3416238.341,1411100.211,3416238.341,1411100.211,159285,66628,21447.3324
2379,RFCE,RFC East,NG,GAS,1,,,652336.4,358852,652336.4,358852,26325,11854,24780.11016
10566,RFCE,RFC East,BIT,COAL,0.720003204,,Yes,7857802.923,3196269.286,7857802.923,3196269.286,918744,382316,8552.76652
59297,RFCE,RFC East,SUN,SOLAR,,,,0,0,18926,9960,1990,1047,
59248,RFCE,RFC East,SUN,SOLAR,,,,0,0,21759,11450,2288,1204,
2380,RFCE,RFC East,DFO,OIL,1,,,67245.1,16325.4,67245.1,16325.4,2551,93,26360.29008
59630,RFCE,RFC East,SUN,SOLAR,,,,0,0,361,0,38,0,
57734,RFCE,RFC East,SUN,SOLAR,,,,0,0,13482,7094,1418,746,
58094,RFCE,RFC East,SUN,SOLAR,,,,0,0,24565,12926,2583,1359,
58208,RFCE,RFC East,LFG,BIOMASS,0.289407344,Yes,,568594,242443,568594,242443,52674,22460,10794.58556
10122,RFCE,RFC East,NG,GAS,0.746461625,,Yes,144211.5071,64374.95414,144211.507,64374.954,26836,11979,5373.807837
58235,RFCE,RFC East,NG,GAS,,,,,,,,,,
58165,RFCE,RFC East,NG,GAS,0.442830314,,Yes,240257.3598,109777.3757,240257.36,109777.376,29019,13259,8279.312166
58029,RFCE,RFC East,SUN,SOLAR,,,,0,0,60474,31823,6359,3346,
58536,RFCE,RFC East,SUN,SOLAR,,,,0,0,47778,25141,5024,2644,
58512,RFCE,RFC East,SUN,SOLAR,,,,0,0,53018,27899,5575,2934,
58881,RFCE,RFC East,SUN,SOLAR,,,,0,0,37135,19541,3905,2055,
10643,RFCE,RFC East,MSW,BIOMASS,0.012842193,Yes,Yes,9524649.294,4181155.175,9524649.294,4181155.175,484447,219036,19660.8696
