ORISPL,SUBRGN,SRNAME,PLPRMFL,PLFUELCT,NBFACTOR,RMBMFLAG,CHPFLAG,PLHTIAN,PLHTIOZ,PLHTIANT,PLHTIOZT,PLNGENAN,PLNGENOZ,PLHTRT
54817,ERCT,ERCOT All,NG,GAS,0.840179415,,Yes,5912529.388,3372664.437,5912529.388,3372664.437,732504.003,422346,8071.668365
3482,SPSO,SPP South,NG,GAS,1,,,15601383.29,7493938.359,15601383.29,7493938.359,1423165,702962,10962.45571
58838,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
55581,ERCT,ERCOT All,WND,WIND,,,,0,0,6302496,2870166,662723,301805,
3476,SPSO,SPP South,NG,GAS,1,,,2120297.068,1172792.971,2120297.068,1172792.971,178850,96606,11855.16952
3442,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
59924,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3502,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3452,ERCT,ERCOT All,NG,GAS,1,,,3244414.169,2401251.356,3244414.169,2401251.356,264099,204390,12284.84079
55097,ERCT,ERCOT All,NG,GAS,0.417689185,,,38037155.43,17010939.49,38037155.43,17010939.49,5333833.001,2382574.999,7131.298529
57153,ERCT,ERCOT All,WND,WIND,,,,0,0,5275293,1946022,554710,204629,
3439,ERCT,ERCOT All,NG,GAS,1,,,1412548.532,632803.312,1412548.532,632803.312,135687,62818,10410.34537
3609,ERCT,ERCOT All,NG,GAS,1,,,768308.5,290926.8,768308.5,290926.8,62168,23575,12358.5848
3457,SRMV,SERC Mississippi Valley,NG,GAS,0.824986695,,,16550416.28,9283867.245,16550416.28,9283867.245,1450291,814767,11411.78997
794,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,,,,,
298,ERCT,ERCOT All,LIG,COAL,0.101429411,,,116661180.9,51145101.07,116661180.9,51145101.07,11977246,5240806,9740.234182
57263,ERCT,ERCOT All,WND,WIND,,,,0,0,255943,98551,26913,10363,
57264,ERCT,ERCOT All,WND,WIND,,,,0,0,223951,86232,23549,9068,
55579,SPSO,SPP South,WND,WIND,,,,0,0,2471353,925360,259869,97304,
59442,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3440,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3477,SPSO,SPP South,NG,GAS,1,,,22936.271,16658.428,22936.271,16658.428,1572.37,1204.74,14587.06984
58772,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
57303,ERCT,ERCOT All,WND,WIND,,,,0,0,4246006,1526469,446478,160512,
57751,ERCT,ERCOT All,WND,WIND,,,,0,0,6515556,2676360,685127,281426,
57752,ERCT,ERCOT All,WND,WIND,,,,0,0,5446329,2283484,572695,240114,
59320,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59321,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
55154,ERCT,ERCOT All,NG,GAS,0.255698489,,,23856560.24,10555987.75,23856560.24,10555987.75,3370109,1485239,7078.869032
57259,SPSO,SPP South,WND,WIND,,,,0,0,157210,60533,16531,6365,
55123,ERCT,ERCOT All,NG,GAS,0.450822744,,,26219764.48,13696319.57,26219764.48,13696319.57,3715419,1949988,7057.014156
57802,ERCT,ERCOT All,WND,WIND,,,,0,0,6921414,2785354,727804,292887,
59066,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
56648,SPSO,SPP South,WND,WIND,,,,0,0,3177575,1239912,334130,130380,
56658,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
58363,ERCT,ERCOT All,WND,WIND,,,,0,0,3162978,1247445,332595,131172,
3599,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,57926,27130,6091,2853,
59005,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59007,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59006,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3600,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,185283.999,115100.001,19482.999,12102.999,
6146,ERCT,ERCOT All,LIG,COAL,0.519467116,,,149146008.8,69715967.29,149146008.8,69715967.29,13601314,6361515,10965.55883
56773,ERCT,ERCOT All,WND,WIND,,,,0,0,5666648,1987686,595862,209010,
57508,ERCT,ERCOT All,LFG,BIOMASS,0.180365297,Yes,,222035,72502,222035,72502,19392,6332,11449.82467
50101,ERCT,ERCOT All,BLQ,BIOMASS,0,Yes,Yes,2477639.233,1046322.479,2477639.233,1046322.479,430147.247,190065.239,5759.979287
57167,ERCT,ERCOT All,LFG,BIOMASS,0.020012842,Yes,,238890,78006,238890,78006,22089,7213,10814.88524
59332,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
56395,ERCT,ERCOT All,WND,WIND,,,,0,0,5470684,1903417,575256,200149,
58765,ERCT,ERCOT All,WND,WIND,,,,0,0,3356108,837251,352903,88039,
54459,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55091,ERCT,ERCOT All,NG,GAS,0.727847035,,,42803833.61,25776757.31,42803833.61,25776757.31,5518344,3346252.002,7756.644677
3610,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
57322,ERCT,ERCOT All,NG,GAS,0,,Yes,787038.2291,381659.8782,787038.229,381659.878,109539,53119,7185.004693
58562,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
6147,ERCT,ERCOT All,SUB,COAL,0.88592229,,,72174008.5,46135077.06,72174008.5,46135077.06,6537427,4106662,11040.12458
3483,SPSO,SPP South,NG,GAS,1,,,0,0,0,0,0,0,
3492,ERCT,ERCOT All,NG,GAS,1,,,269349.4,70875,269349.4,70875,17863.998,4633.002,15077.77822
3557,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,,,,,
50973,SRMV,SERC Mississippi Valley,PRG,OTHF,0.339024598,,Yes,7697047.886,3795506.384,7697047.886,3795506.384,1656146.879,667775.982,4647.563561
3453,ERCT,ERCOT All,NG,GAS,1,,,3120818.569,1967616.989,3120818.569,1967616.989,206023,142771,15147.91343
55065,SPSO,SPP South,NG,GAS,0.524933026,,,17608011.86,11356123.48,17608011.86,11356123.48,2213704,1439460,7954.094972
56326,SPSO,SPP South,NG,GAS,1,,,1461719.349,837051.78,1461719.349,837051.78,124863,71916,11706.58521
55708,ERCT,ERCOT All,WDS,BIOMASS,1,Yes,,2502410.125,1751295.525,2502410.125,1751295.525,163549,119806,15300.67518
55122,SRMV,SERC Mississippi Valley,NG,GAS,0.093004058,,Yes,4509563.486,2186831.026,4509563.486,2186831.026,542395,263024,8314.168615
59716,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
59649,ERCT,ERCOT All,LFG,BIOMASS,0.684810433,Yes,,191356,92637,191356,92637,14998,7261,12758.76784
50137,ERCT,ERCOT All,NG,GAS,1,,,31557.584,5240.152,31557.584,5240.152,2629,1275,12003.64549
3456,AZNM,WECC Southwest,NG,GAS,0.757908014,,,27025851.79,14784924.05,27025851.79,14784924.05,2761309.59,1566999.55,9787.331305
59407,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,6838,0,719,0,
3484,SPSO,SPP South,NG,GAS,1,,,5921902.556,2237848.876,5921902.556,2237848.876,476760,184087,12421.13968
56905,SPSO,SPP South,WND,WIND,,,,0,0,3343734,1291382,351602,135792,
3585,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,19467,9117,2047,959,
3454,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3493,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3627,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
56961,ERCT,ERCOT All,WND,WIND,,,,,,4447684,1849391,467685,194468,
3441,ERCT,ERCOT All,NG,GAS,1,,,12106769.95,6012250.498,12106769.95,6012250.498,1522070,757244,7954.147936
55747,ERCT,ERCOT All,WND,WIND,,,,0,0,2129421,1011198,223914,106330,
3611,ERCT,ERCOT All,NG,GAS,1,,,6717659.9,4245741.9,6717659.9,4245741.9,470944,318987,14264.24352
6180,ERCT,ERCOT All,LIG,COAL,0.610218738,,,129581135.9,57784432.33,129581135.9,57784432.33,12910945,5748510,10036.5338
58716,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,73312,44020,7709,4629,
59204,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
58717,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,223487,70792,23500,7444,
59205,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
59206,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
59207,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
58537,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,532970,393296,56043,41356,
56959,ERCT,ERCOT All,WND,WIND,,,,0,0,1520458,578578,159880,60839,
55215,ERCT,ERCOT All,NG,GAS,0.544101312,,,35796698.74,17675126.1,35796698.74,17675126.1,4782049,2365851,7485.640306
127,ERCT,ERCOT All,SUB,COAL,0.483341525,,,35062043.26,19813336.66,35062043.26,19813336.66,3216641,1792275,10900.20405
50815,ERCT,ERCOT All,NG,GAS,0.44976294,,Yes,31407480.22,13365992.5,31407480.22,13365992.5,2988907.999,1286752.998,10508.0117
54676,ERCT,ERCOT All,NG,GAS,0.505648916,,Yes,13656620.6,8469530.911,13656620.6,8469530.911,2166018.999,991847.999,6304.940355
3466,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
59475,SPSO,SPP South,WND,WIND,,,,0,0,,,84655,0,
58005,ERCT,ERCOT All,NG,GAS,1,,,9865443.668,5146829.431,9865443.668,5146829.431,1124930,508938,8769.828939
58001,ERCT,ERCOT All,NG,GAS,1,,,11042522.3,5959456.926,11042522.3,5959456.926,1377424,742368,8016.79243
58404,SPSO,SPP South,WND,WIND,,,,0,0,223736,120444,23526,12665,
50109,ERCT,ERCOT All,NG,GAS,0.959114916,,Yes,4399366.799,2702418.918,4399366.799,2702418.918,491723,304671,8946.83958
3455,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
10638,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55047,ERCT,ERCOT All,NG,GAS,0.363079297,,Yes,24559366.14,12097565.55,24559366.14,12097565.55,4156219,2022636,5909.064497
58614,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
56661,ERCT,ERCOT All,WND,WIND,,,,0,0,6823178,3161523,717474,332442,
58720,ERCT,ERCOT All,WND,WIND,,,,0,0,1110825,0,116806,0,
58242,ERCT,ERCOT All,WND,WIND,,,,0,0,3358694,1453698,353175,152860,
3630,ERCT,ERCOT All,NG,GAS,1,,,3476117.613,1784747.169,3476117.613,1784747.169,373094,192783,9317.002184
59298,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
57095,ERCT,ERCOT All,WND,WIND,,,,0,0,5030391,2505096,528958,263417,
56795,ERCT,ERCOT All,WND,WIND,,,,0,0,5372028,2324387,564882,244415,
3494,ERCT,ERCOT All,NG,GAS,1,,,1244254.242,248565.5,1244254.242,248565.5,92962,18013,13384.54683
57659,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
54628,AZNM,WECC Southwest,NG,GAS,1,,Yes,192698.316,93445.64864,192698.316,93445.649,32515,15767.999,5926.443672
59923,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3485,SPSO,SPP South,NG,GAS,0.824969306,,,13294755.82,5659916.56,13294755.82,5659916.56,1160700,495258,11454.08445
59417,SPSO,SPP South,WND,WIND,,,,0,0,,,,,
52069,ERCT,ERCOT All,NG,GAS,0.518065445,,Yes,1502177.255,617576.1574,1502177.255,617576.157,270386.53,111210.5,5555.666013
58823,ERCT,ERCOT All,WH,OTHF,0.8695586,,Yes,0,0,115908,42970,12188,4518,
10568,SRMV,SERC Mississippi Valley,NG,GAS,0.194689204,,Yes,1207940.237,585768.4148,1207940.237,585768.415,229813,111444,5256.187583
54748,SRMV,SERC Mississippi Valley,NG,GAS,0.083148081,,Yes,1438949.503,697792.0349,1438949.503,697792.035,249697,121086,5762.782503
56483,ERCT,ERCOT All,WND,WIND,,,,0,0,5840025,2105438,614093,221392,
56457,ERCT,ERCOT All,WND,WIND,,,,0,0,2961052,1183433,311362,124441,
4195,ERCT,ERCOT All,NG,GAS,1,,,252546.825,189458.1,252546.825,189458.1,34089.001,21832,7408.454856
52131,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
52132,ERCT,ERCOT All,NG,GAS,1,,Yes,1143280.198,673700.3726,1143280.198,673700.373,205839,121146,5554.244813
54364,ERCT,ERCOT All,DFO,OIL,1,,,1010.001,390.999,1010.001,390.999,147,57.999,6870.755102
50241,ERCT,ERCOT All,NG,GAS,1,,Yes,129.9785214,58.89651753,129.979,58.897,14,6,9284.180103
58069,ERCT,ERCOT All,PC,OIL,1,,Yes,,,,,0,0,
56981,ERCT,ERCOT All,WND,WIND,,,,0,0,7715882,2828882,811344,297464,
56349,ERCT,ERCOT All,NG,GAS,1,,,5427473.924,2500971.995,5427473.924,2500971.995,630858,288733,8603.321071
3628,ERCT,ERCOT All,NG,GAS,1,,,2087761.175,1344187.31,2087761.175,1344187.31,166020,107077,12575.35944
57474,SPSO,SPP South,WND,WIND,,,,0,0,208812,80403,21957,8455,
59943,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3576,ERCT,ERCOT All,NG,GAS,1,,,444630.025,219031.375,444630.025,219031.375,32148,15726,13830.7212
58645,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,,,,,
59994,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
59391,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
58870,ERCT,ERCOT All,WH,OTHF,,,,0,0,,,,,
50054,ERCT,ERCOT All,NG,GAS,1,,Yes,33677.01298,16331.48933,33677.013,16331.489,5947,2884,5662.857404
54338,ERCT,ERCOT All,AB,BIOMASS,1,Yes,Yes,14005.23522,670.205998,14005.235,670.206,2342,264,5980.03212
55137,ERCT,ERCOT All,NG,GAS,0.721729961,,,22301689.39,13620358.54,22301689.39,13620358.54,3022355.001,1862798.001,7378.911274
3503,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3487,SPSO,SPP South,NG,GAS,,,,,,,,,,
7200,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,202116,94660,21253,9954,
56374,ERCT,ERCOT All,NG,GAS,0.491422761,,Yes,204203.0067,99013.21754,204203.007,99013.218,26993,13088,7565.035629
59918,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
6243,ERCT,ERCOT All,NG,GAS,1,,,1472765.915,717655.411,1472765.915,717655.411,107241,50805,13733.23556
56593,ERCT,ERCOT All,WND,WIND,,,,0,0,5628932,2110308,591896,221904,
58681,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
3459,SRMV,SERC Mississippi Valley,NG,GAS,0.900888603,,,50977158.62,27867106.18,50977158.62,27867106.18,4662233,2594306,10934.06499
55104,SRMV,SERC Mississippi Valley,NG,GAS,0.356007174,,Yes,2993905.849,1236171.998,2993905.849,1236171.998,547072,227032,5472.59931
10789,SRMV,SERC Mississippi Valley,NG,GAS,1,,Yes,691687.4353,343198.5373,691687.435,343198.537,153246,69087,4513.575789
3468,ERCT,ERCOT All,NG,GAS,1,,,,,,,-6136,-1914,
6413,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,528775,247648,55602,26041,
3631,ERCT,ERCOT All,NG,GAS,1,,,2594276.73,1242242.177,2594276.73,1242242.177,290924.999,142664.001,8917.338623
6179,ERCT,ERCOT All,SUB,COAL,0.288180091,,,103519383.3,47674849.9,103519383.3,47674849.9,9283720,4243518,11150.63609
56603,SRMV,SERC Mississippi Valley,NG,GAS,0.971572776,,,4065154.268,2378246.965,4065154.268,2378246.965,324191,157211,12539.38039
7325,ERCT,ERCOT All,NG,GAS,0.443324679,,,11529552.32,4464417.802,11529552.32,4464417.802,825179,400156,13972.18339
6183,ERCT,ERCOT All,LIG,COAL,0.324947099,,,26441223.78,14340508.38,26441223.78,14340508.38,2173032,1181863,12167.89434
59712,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
56479,ERCT,ERCOT All,WND,WIND,,,,0,0,2529118,911771,265943,95875,
7900,ERCT,ERCOT All,NG,GAS,1,,,9827719.649,6483867.09,9827719.649,6483867.09,1197898.998,788664,8204.130453
6648,ERCT,ERCOT All,LIG,COAL,0,,,47181711.6,22139054.96,47181711.6,22139054.96,4501017,2052759,10482.45576
52071,ERCT,ERCOT All,LIG,COAL,0.555436516,,,41015587.75,15371967.54,41015587.75,15371967.54,4188797,1525450,9791.734417
56611,ERCT,ERCOT All,SUB,COAL,0.110297038,,,67629283.94,32187850.14,67629283.94,32187850.14,6479705,3082246,10437.09304
56775,ERCT,ERCOT All,WND,WIND,,,,0,0,3933174,1443827,413583,151822,
56506,ERCT,ERCOT All,WND,WIND,,,,0,0,4294794,1571975,451608,165297,
10167,ERCT,ERCOT All,PC,OIL,0.26072784,,Yes,243190.6631,102705.3204,243190.663,102705.32,42845.87,18094.888,5675.941768
55556,SRMV,SERC Mississippi Valley,LFG,BIOMASS,0.322128307,Yes,,277319,90554,277319,90554,24980,8157,11101.64131
57981,ERCT,ERCOT All,WND,WIND,,,,0,0,5112100,1846662,537550,194181,
59654,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59034,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
50304,ERCT,ERCOT All,PRG,OTHF,0.398686104,,Yes,6786470.323,2841760.761,6786470.323,2841760.761,1262514,513137,5375.36243
56779,ERCT,ERCOT All,WND,WIND,,,,0,0,3732552,1506621,392487,158425,
57415,ERCT,ERCOT All,WND,WIND,,,,0,0,4009074,1957957,421564,205884,
54291,ERCT,ERCOT All,PUR,OTHF,,,Yes,1444893,535656,1444893,535656,151934,56325,
3559,ERCT,ERCOT All,NG,GAS,1,,,1033419.294,331208.114,1033419.294,331208.114,96235,32656,10738.49737
56771,ERCT,ERCOT All,WND,WIND,,,,0,0,1736575,608165,182605,63950,
3601,ERCT,ERCOT All,NG,GAS,1,,,1629025.589,897870.18,1629025.589,897870.18,143130,78458,11381.44057
59938,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
56528,ERCT,ERCOT All,LFG,BIOMASS,0.02708809,Yes,,504289,164669,504289,164669,43940,14348,11476.76377
55000,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,,,,,
50141,SPSO,SPP South,WDS,BIOMASS,0.921194825,Yes,Yes,75553.27893,36377.91388,75553.279,36377.914,10831,5215.133,6975.651273
56602,ERCT,ERCOT All,WND,WIND,,,,0,0,1550539,535061,163043,56263,
55470,ERCT,ERCOT All,NG,GAS,0.404447017,,Yes,23860615.71,9473020.887,23860615.71,9473020.887,4203596.999,1678843.001,5676.237687
59384,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
6251,ERCT,ERCOT All,NUC,NUCLEAR,,,,0,0,215998078,89386377,20651667,8546269,
56649,ERCT,ERCOT All,WND,WIND,,,,0,0,3298846,1229747,346882,129311,
4266,ERCT,ERCOT All,NG,GAS,1,,,81697.325,75852.425,81697.325,75852.425,4579,4253,17841.73946
58774,ERCT,ERCOT All,WND,WIND,,,,0,0,2207566,907625,232131,95439,
58775,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
57973,SPSO,SPP South,WND,WIND,,,,0,0,6776501,2869187,712566,301702,
55120,SRMV,SERC Mississippi Valley,NG,GAS,0.268471676,,Yes,21312017,8025201.991,21312017,8025201.991,2826441,985959,7540.230629
56644,ERCT,ERCOT All,WND,WIND,,,,0,0,3759798,1378826,395352,144987,
58895,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55390,ERCT,ERCOT All,DFO,OIL,1,,,1839,724.998,1839,724.998,163.002,64.002,11282.07016
59063,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59064,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
57983,SPSO,SPP South,WND,WIND,,,,0,0,713079,0,74982,0,
3504,ERCT,ERCOT All,NG,GAS,1,,,2166709.142,1139901.081,2166709.142,1139901.081,176266,97380,12292.26931
58068,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,183019,105400,19245,11083,
58027,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,184398,106195,19390,11167,
58009,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,197332,113643,20750,11950,
57326,ERCT,ERCOT All,WND,WIND,,,,0,0,1820785,687877,191460,72332,
57741,ERCT,ERCOT All,WND,WIND,,,,0,0,82413,31733,8666,3337,
55015,ERCT,ERCOT All,NG,GAS,0.345870121,,Yes,17300704.62,6802102.093,17300704.62,6802102.093,2968741,1218977,5827.623434
50615,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
56211,ERCT,ERCOT All,WND,WIND,,,,0,0,1195618,440019,125722,46269,
56212,ERCT,ERCOT All,WND,WIND,,,,0,0,3077503,1199783,323607,126160,
56311,ERCT,ERCOT All,WND,WIND,,,,0,0,4263751,1615711,448344,169896,
56337,ERCT,ERCOT All,WND,WIND,,,,0,0,6851168,2539523,720417,267037,
56372,ERCT,ERCOT All,WND,WIND,,,,0,0,2372527,901510,249477,94796,
4937,ERCT,ERCOT All,NG,GAS,1,,,11071474.1,5834933.018,11071474.1,5834933.018,1008315.248,420131.354,
3469,ERCT,ERCOT All,NG,GAS,1,,,3081569.858,1717699.959,3081569.858,1717699.959,282736.002,158843.002,10899.10672
57504,ERCT,ERCOT All,NG,GAS,1,,Yes,795793,385906,795793,385906,77455,37560,10274.26247
55062,ERCT,ERCOT All,NG,GAS,0.830450722,,,18632662.92,8591620.986,18632662.92,8591620.986,2483768.999,1127405.999,7501.76966
55132,ERCT,ERCOT All,NG,GAS,0.630136905,,,25414960.53,15584756.26,25414960.53,15584756.26,3472762,2132805,7318.370949
56113,ERCT,ERCOT All,LFG,BIOMASS,0.241361301,Yes,,628884,205353,628884,205353,48211.002,15742.998,13044.40841
52088,ERCT,ERCOT All,NG,GAS,0.895214358,,Yes,6204336.885,2800068.721,6204336.885,2800068.721,1036239.001,475241,5987.360907
50153,ERCT,ERCOT All,PUR,OTHF,,,Yes,731314,271115,731314,271115,76900,28509,9509.93498
59859,ERCT,ERCOT All,OG,OFSL,,,,,,,,,,
56662,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
50229,ERCT,ERCOT All,NG,GAS,1,,Yes,1171181.013,473049.1799,1171181.013,473049.18,209702,83572,5584.977791
59381,ERCT,ERCOT All,NG,GAS,0.326560122,,Yes,225725.9366,109460.9732,225725.937,109460.973,26458,12830,8531.481465
10243,ERCT,ERCOT All,NG,GAS,0.452803771,,Yes,1432105.083,694473.9561,1432105.083,694473.956,262874,127476,5447.876486
6595,SRMV,SERC Mississippi Valley,WAT,HYDRO,,,,0,0,741457,317948,77966,33433,
6194,SPSO,SPP South,SUB,COAL,0.213069433,,,65574643.57,27655400.28,65574643.57,27655400.28,6687712,2756487,9805.243343
3586,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,23729,11113,2495,1169,
3506,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
55968,ERCT,ERCOT All,WND,WIND,,,,0,0,4165199,1419396,437981,149253,
3507,ERCT,ERCOT All,NG,GAS,1,,,459599.931,173379.918,459599.931,173379.918,36684,13439,12528.62095
57520,ERCT,ERCOT All,WND,WIND,,,,0,0,5631793,1822021,592197,191590,
57877,ERCT,ERCOT All,LFG,BIOMASS,1,Yes,,57222,19212,57222,19212,5141,1726,11130.51935
7732,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
56774,ERCT,ERCOT All,WND,WIND,,,,0,0,4987930,1900755,524493,199869,
7030,ERCT,ERCOT All,LIG,COAL,0.868960868,,,26976391.21,12107234.79,26976391.21,12107234.79,2316752,1031121,11644.05651
58773,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
59621,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
50150,ERCT,ERCOT All,NG,GAS,0.584277119,,Yes,6554057.436,2565560.415,6554057.436,2565560.415,661422.63,243046.11,9909.031138
59616,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
54607,ERCT,ERCOT All,NG,GAS,,,Yes,,,,,,,
54606,ERCT,ERCOT All,NG,GAS,1,,Yes,844.6416337,398.5344159,844.642,398.534,94,44,8985.549295
56401,ERCT,ERCOT All,DFO,OIL,,,,,,,,,,
3612,ERCT,ERCOT All,NG,GAS,1,,,19127388.95,11392510.28,19127388.95,11392510.28,278182,191737,68758.54279
52108,SRMV,SERC Mississippi Valley,NG,GAS,1,,,0,0,0,0,0,0,
10203,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
50121,ERCT,ERCOT All,PRG,OTHF,0.797307206,,Yes,5784698.76,2230747.88,5784698.76,2230747.88,216091,97138,26769.73479
3508,ERCT,ERCOT All,NG,GAS,1,,,,,,,0,0,
59617,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
3443,ERCT,ERCOT All,NG,GAS,1,,,5090588.583,3409821.267,5090588.583,3409821.267,635176,426347,8014.453605
10790,ERCT,ERCOT All,NG,GAS,0.337572165,,Yes,2791711.981,1353789.629,2791711.981,1353789.629,535933,259891,5209.069009
54520,ERCT,ERCOT All,OBG,BIOMASS,0.861956706,Yes,Yes,323282.8083,106111.8021,323282.808,106111.802,33447,10978,9665.52481
3470,ERCT,ERCOT All,SUB,COAL,0.586835342,,,170779280.7,77416688.18,170779280.7,77416688.18,16130285,7224713,10587.49307
3613,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
58766,ERCT,ERCOT All,WND,WIND,,,,0,0,,,,,
52122,SPSO,SPP South,NG,GAS,0.057136167,,Yes,1108302.119,537451.158,1108302.119,537451.158,156960,76115,7061.048161
3624,ERCT,ERCOT All,DFO,OIL,,,,,,,,,,
57699,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,551199,292233,57960,30729,
3471,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
6139,SPSO,SPP South,SUB,COAL,0.426110502,,,85728734.01,40685974.78,85728734.01,40685974.78,7982240,3692792,10739.93441
55367,ERCT,ERCOT All,WND,WIND,,,,0,0,1716394,823869,180483,86632,
54966,ERCT,ERCOT All,WND,WIND,,,,0,0,0,0,,,
54330,ERCT,ERCOT All,NG,GAS,0.078294047,,Yes,178426.7808,86524.64596,178426.781,86524.646,24407,11836,7310.475716
57020,ERCT,ERCOT All,LFG,BIOMASS,0.248382801,Yes,,321099.999,104850.999,321099.999,104850.999,27372,8937.999,11730.96591
56673,ERCT,ERCOT All,WND,WIND,,,,0,0,2220518,823433,233493,86586,
58888,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,,,,,
58021,ERCT,ERCOT All,WND,WIND,,,,0,0,2716009,1234208,285595,129780,
6414,ERCT,ERCOT All,WAT,HYDRO,,,,0,0,29605,13865,3113,1458,
56432,SPSO,SPP South,WND,WIND,,,,0,0,6231096,2591618,655215,272515,
3478,SPSO,SPP South,NG,GAS,1,,,9063395.082,4586559.414,9063395.082,4586559.414,774010,390819,11709.66148
56674,ERCT,ERCOT All,NG,GAS,1,,,871765.581,404018.359,871765.581,404018.359,90967,40283,9583.316818
59238,ERCT,ERCOT All,WND,WIND,,,,0,0,492938,14389,51834,1513,
55320,ERCT,ERCOT All,NG,GAS,0.373488106,,,27050517.08,11291371.59,27050517.08,11291371.59,3763530.1,1583075.89,7187.538392
55139,ERCT,ERCOT All,NG,GAS,0.412583054,,,30130159.32,13174128.07,30130159.32,13174128.07,3815433,1755008,7896.91742
59812,ERCT,ERCOT All,NG,GAS,,,,,,,,,,
58080,ERCT,ERCOT All,WND,WIND,,,,0,0,4007459,1450058,421394,152477,
57952,SPSO,SPP South,NG,GAS,0,,,323337.999,156795.999,323337.999,156795.999,23700,11493,13642.95354
