,NAICS,Description,Utilization Rate,UR_Standard Error,Weekly_op_hours,Hours_Standard Error,Q,Year
3823,33995,Office supplies (except paper) and sign mfg.,72.4,3.5,55.7,6.4,q4,2016
3824,51111,Newspaper and book publishers,58.2,7.6,87.7,8.3,q1,2016
3825,51111,Newspaper and book publishers,61.7,9.5,73.0,14.3,q2,2016
3826,51111,Newspaper and book publishers,65.8,4.3,72.7,14.6,q3,2016
3827,51111,Newspaper and book publishers,50.3,10.3,72.0,13.6,q4,2016
3828,51113,Newspaper and book publishers,58.2,7.6,87.7,8.3,q1,2016
3829,51113,Newspaper and book publishers,61.7,9.5,73.0,14.3,q2,2016
3830,51113,Newspaper and book publishers,65.8,4.3,72.7,14.6,q3,2016
3831,51113,Newspaper and book publishers,50.3,10.3,72.0,13.6,q4,2016
3832,51114,All other publishers,76.0,2.8,103.5,8,q1,2016
3833,51114,All other publishers,77.1,2.0,50.4,62.5,q2,2016
3834,51114,All other publishers,75.7,1.5,45.2,63.7,q3,2016
3835,51114,All other publishers,72.9,1.2,50.4,62.7,q4,2016
3836,51119,All other publishers,76.0,2.8,103.5,8,q1,2016
3837,51119,All other publishers,77.1,2.0,50.4,62.5,q2,2016
3838,51119,All other publishers,75.7,1.5,45.2,63.7,q3,2016
3839,51119,All other publishers,72.9,1.2,50.4,62.7,q4,2016
3840,31-33,All manufacturing   1/,72.6,0.7,70.2,1.2,q1,2017
3841,31191,Snack food mfg.,72.9,2.2,129.5,4.8,q1,2017
3842,31192,Coffee and tea mfg.,70.6,6.9,76.7,6.7,q1,2017
3843,3121,Beverage mfg.,76.4,2.1,74.6,13.8,q1,2017
3844,3122,Tobacco mfg.,49.4,0.4,42.1,7.4,q1,2017
3845,3131,"Fiber, yarn, and thread mills",80.3,4.4,85.4,63.4,q1,2017
3846,3132,Fabric mills,63.7,12.3,89.1,19.5,q1,2017
3847,3133,"Textile and fabric finishing, and fabric coating mills",72.2,10.6,87.4,37.3,q1,2017
3848,3141,Textile furnishings mills,73.4,1.8,75.9,18.2,q1,2017
3849,3149,Other textile product mills,52.9,11.3,54.5,6.5,q1,2017
3850,31521,Cut and sew apparel contractors   2/,39.3,19.9,42.2,1.7,q1,2017
3851,31522,Men's and boy's cut and sew apparel mfg.,74.0,4.6,40.1,0.2,q1,2017
3852,31524,Women's and girl's cut and sew apparel mfg.   2/,100.0,0,55.8,4.5,q1,2017
3853,31528,Other cut and sew apparel mfg.   2/,61.1,9.8,39.4,1.1,q1,2017
3854,3159,Apparel accessories and other apparel mfg.,67.5,2.3,54.5,11.8,q1,2017
3855,3161,Leather and hide tanning and finishing,50.2,8.6,57.4,17.9,q1,2017
3856,3162,Footwear mfg.,44.4,9.7,44.4,11.2,q1,2017
3857,3169,Other leather and allied product mfg.,72.5,8.8,29.4,15.9,q1,2017
3858,3211,Sawmills and wood preservation,77.3,4,54.9,6.8,q1,2017
3859,3212,"Veneer, plywood, and engineered wood product mfg.",80.8,3.2,63.6,9.4,q1,2017
3860,3219,Other wood product mfg.,72.0,3.5,54.2,3.8,q1,2017
3861,32212,Paper mills,83.6,3.7,161.9,4.5,q1,2017
3862,32213,Paperboard mills,96.0,1,131.1,36.2,q1,2017
3863,3222,Converted paper product mfg.,80.5,2.2,104.8,13,q1,2017
3864,3231,Printing and related support activities,72.6,3.8,57.4,3.6,q1,2017
3865,32411,Petroleum refineries,85.4,2.2,166.0,2.5,q1,2017
3866,32511,Petrochemical mfg.,83.0,5.1,168.0,0,q1,2017
3867,325193,Ethyl alcohol mfg.,94.1,2.1,166.4,0.4,q1,2017
3868,325211,Plastics material and resin mfg.,72.2,4.4,118.0,17.7,q1,2017
3869,325212,Synthetic rubber mfg.,73.9,5.7,158.9,3,q1,2017
3870,32522,Artificial and synthetic fibers and filaments mfg.,79.0,7.9,76.5,16.8,q1,2017
3871,32531,Fertilizer mfg.,72.5,8.5,49.6,8.8,q1,2017
3872,32532,Pesticide and other agricultural chemical mfg.,65.1,0.2,153.7,2.2,q1,2017
3873,3254,Pharmaceutical and medicine mfg.,71.3,6.3,60.0,7.2,q1,2017
3874,3255,"Paint, coating, and adhesive mfg.",54.2,6.3,78.2,12.5,q1,2017
3875,3256,"Soap, cleaning compound, and toilet preparation mfg.",69.2,4.3,90.6,20.6,q1,2017
3876,3259,Other chemical product and preparation mfg.,63.4,7.6,77.5,12.8,q1,2017
3877,3261,Plastics product mfg.,73.7,3.7,101.8,7.2,q1,2017
3878,32621,Tire mfg.,85.8,4.5,74.2,18.4,q1,2017
3879,3271,Clay product and refractory mfg.,63.9,6.7,87.4,28.3,q1,2017
3880,3272,Glass and glass product mfg.,79.2,6.5,80.2,14.9,q1,2017
3881,32731,Cement mfg.,54.4,6.2,114.4,28.7,q1,2017
3882,3274,Lime and gypsum product mfg.,67.3,10.5,107.4,32.3,q1,2017
3883,3279,Other nonmetallic mineral product mfg.,79.0,2.7,77.0,18.1,q1,2017
3884,3313,Alumina and aluminum production and processing,73.4,5,165.3,1.9,q1,2017
3885,3314,Nonferrous metal (except aluminum) production and processing,64.9,1.7,93.5,44.1,q1,2017
3886,3315,Foundries,75.2,4.1,64.5,8.3,q1,2017
3887,3331,"Agriculture, construction, and mining machinery mfg.",54.4,2.7,62.7,8.7,q1,2017
3888,3332,Industrial machinery mfg.,64.0,3,57.9,8.9,q1,2017
3889,3333,Commercial and service industry machinery mfg.,72.2,4.1,56.0,6.1,q1,2017
3890,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",69.8,4.1,66.4,11.4,q1,2017
3891,3335,Metalworking machinery mfg.,69.9,2.5,61.5,4.3,q1,2017
3892,3336,"Engine, turbine, and power transmission equipment mfg.",65.1,4.7,73.2,19.5,q1,2017
3893,3339,Other general purpose machinery mfg.,65.8,3.5,59.6,4.4,q1,2017
3894,3341,Computer and peripheral equipment mfg.,68.5,4.8,43.2,2.4,q1,2017
3895,3342,Communications equipment mfg.,56.0,4.8,80.6,24.8,q1,2017
3896,334413,Semiconductor and related device mfg.,79.3,1.8,50.7,8.5,q1,2017
3897,3345,"Navigational, measuring, electromedical, and control instruments mfg.",62.8,3,52.6,4.1,q1,2017
3898,3351,Electric lighting equipment mfg.,54.6,13.1,40.7,3.6,q1,2017
3899,3352,Household appliance mfg.,71.9,2.8,95.7,12.1,q1,2017
3900,336111,Automobile mfg.,68.8,13.6,90.8,7.5,q1,2017
3901,336112,Light truck and utility vehicle mfg.,94.4,1.3,107.0,2.6,q1,2017
3902,33612,Heavy duty truck mfg.,51.4,4.2,68.7,13.8,q1,2017
3903,3362,Motor vehicle body and trailer mfg.,74.6,3.8,66.9,18.1,q1,2017
3904,3363,Motor vehicle parts mfg.,82.6,2.1,98.1,10.2,q1,2017
3905,3364,Aerospace product and parts mfg.,63.8,13.3,70.9,16.4,q1,2017
3906,3371,Household and institutional furniture and kitchen cabinet mfg.   2/,66.9,4.2,46.9,3,q1,2017
3907,3372,Office furniture (incl. fixtures) mfg.,72.1,3.6,53.3,5.4,q1,2017
3908,3379,Other furniture related product mfg.,72.5,4.8,53.6,5.4,q1,2017
3909,3391,Medical equipment and supplies mfg.,76.8,3.2,68.5,8.8,q1,2017
3910,33999,All other miscellaneous mfg.,61.2,3.7,65.5,12.5,q1,2017
3911,51112,Periodical publishers,99.6,52.1,75.8,67.5,q1,2017
3912,31-33,All manufacturing   1/,74.2,0.8,72.2,1.3,q2,2017
3913,31191,Snack food mfg.,73.6,3.7,108.7,23.1,q2,2017
3914,31192,Coffee and tea mfg.,65.7,10.2,61.8,38.9,q2,2017
3915,3121,Beverage mfg.,80.2,2.5,75.1,13.9,q2,2017
3916,3122,Tobacco mfg.,48.7,0.5,44.2,36.7,q2,2017
3917,3131,"Fiber, yarn, and thread mills",82.0,3.8,92.4,60.3,q2,2017
3918,3132,Fabric mills,67.2,13.2,81.0,14.2,q2,2017
3919,3133,"Textile and fabric finishing, and fabric coating mills",63.6,11.3,72.1,48.8,q2,2017
3920,3141,Textile furnishings mills,77.7,3.5,75.4,18.2,q2,2017
3921,3149,Other textile product mills,51.5,12.5,48.3,4.6,q2,2017
3922,31521,Cut and sew apparel contractors   2/,43.2,21.7,40.2,0.2,q2,2017
3923,31522,Men's and boy's cut and sew apparel mfg.,77.3,2.9,43.4,5,q2,2017
3924,31524,Women's and girl's cut and sew apparel mfg.   2/,96.4,4.0,55.6,25.3,q2,2017
3925,31528,Other cut and sew apparel mfg.   2/,82.1,8.2,88.5,42.3,q2,2017
3926,3159,Apparel accessories and other apparel mfg.,66.3,3.5,42.3,2.2,q2,2017
3927,3161,Leather and hide tanning and finishing,50.5,8.2,45.9,3.4,q2,2017
3928,3162,Footwear mfg.,59.0,4.2,42.0,7.2,q2,2017
3929,3169,Other leather and allied product mfg.,71.2,11.1,30.0,16.4,q2,2017
3930,3211,Sawmills and wood preservation,80.4,4.4,59.2,6.4,q2,2017
3931,3212,"Veneer, plywood, and engineered wood product mfg.",82.0,4.2,70.9,11.8,q2,2017
3932,3219,Other wood product mfg.,74.2,3.0,54.5,4.5,q2,2017
3933,32212,Paper mills,83.7,2.7,161.7,6,q2,2017
3934,32213,Paperboard mills,96.1,1.2,132.8,32.9,q2,2017
3935,3222,Converted paper product mfg.,79.4,2.5,91.7,14.5,q2,2017
3936,3231,Printing and related support activities,73.8,3.8,70.1,6.1,q2,2017
3937,32411,Petroleum refineries,91.1,1.3,144.5,25.3,q2,2017
3938,32511,Petrochemical mfg.,86.5,7.9,166.0,1.2,q2,2017
3939,325193,Ethyl alcohol mfg.,90.6,2.9,166.5,0.4,q2,2017
3940,325211,Plastics material and resin mfg.,74.7,4.0,98.3,20.5,q2,2017
3941,325212,Synthetic rubber mfg.,78.7,4.5,148.7,3.4,q2,2017
3942,32522,Artificial and synthetic fibers and filaments mfg.,82.3,3.9,65.5,12.2,q2,2017
3943,32531,Fertilizer mfg.,52.7,9.4,49.9,6.7,q2,2017
3944,32532,Pesticide and other agricultural chemical mfg.,66.7,0.2,153.8,2.2,q2,2017
3945,3254,Pharmaceutical and medicine mfg.,68.4,3.5,65.5,8.3,q2,2017
3946,3255,"Paint, coating, and adhesive mfg.",65.5,4.8,70.6,12.6,q2,2017
3947,3256,"Soap, cleaning compound, and toilet preparation mfg.",68.2,4.1,88.3,20,q2,2017
3948,3259,Other chemical product and preparation mfg.,67.0,8.2,85.8,16,q2,2017
3949,3261,Plastics product mfg.,77.3,2.0,104.9,7.4,q2,2017
3950,32621,Tire mfg.,83.3,3.8,90.0,34.3,q2,2017
3951,3271,Clay product and refractory mfg.,63.7,9.5,78.6,29.3,q2,2017
3952,3272,Glass and glass product mfg.,78.8,6.6,93.0,21.2,q2,2017
3953,32731,Cement mfg.,68.7,5.9,124.4,20.5,q2,2017
3954,3274,Lime and gypsum product mfg.,77.0,5.4,107.7,41.9,q2,2017
3955,3279,Other nonmetallic mineral product mfg.,76.4,2.5,75.3,16.8,q2,2017
3956,3313,Alumina and aluminum production and processing,77.2,5.5,164.2,2.8,q2,2017
3957,3314,Nonferrous metal (except aluminum) production and processing,50.0,2.7,117.7,36.4,q2,2017
3958,3315,Foundries,76.7,5.7,61.4,7.1,q2,2017
3959,3331,"Agriculture, construction, and mining machinery mfg.",57.7,2.4,61.1,7.2,q2,2017
3960,3332,Industrial machinery mfg.,73.9,1.9,57.7,7.9,q2,2017
3961,3333,Commercial and service industry machinery mfg.,74.3,3.2,53.1,7.8,q2,2017
3962,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",75.8,4.3,69.1,11,q2,2017
3963,3335,Metalworking machinery mfg.,71.8,2.8,59.7,4,q2,2017
3964,3336,"Engine, turbine, and power transmission equipment mfg.",70.6,3.1,101.8,10.9,q2,2017
3965,3339,Other general purpose machinery mfg.,69.5,3.5,63.7,5.6,q2,2017
3966,3341,Computer and peripheral equipment mfg.,75.3,4.4,47.9,2.1,q2,2017
3967,3342,Communications equipment mfg.,50.6,4.5,87.9,25.8,q2,2017
3968,334413,Semiconductor and related device mfg.,82.2,2.0,51.4,9.3,q2,2017
3969,3345,"Navigational, measuring, electromedical, and control instruments mfg.",57.3,5.2,61.6,10.1,q2,2017
3970,3351,Electric lighting equipment mfg.,49.7,13.2,42.5,5.1,q2,2017
3971,3352,Household appliance mfg.,71.9,1.7,94.6,14.2,q2,2017
3972,336111,Automobile mfg.,66.0,18.2,83.7,14.6,q2,2017
3973,336112,Light truck and utility vehicle mfg.,93.7,0.9,111.4,2.7,q2,2017
3974,33612,Heavy duty truck mfg.,61.8,3.4,73.7,26.2,q2,2017
3975,3362,Motor vehicle body and trailer mfg.,81.5,3.0,47.8,4,q2,2017
3976,3363,Motor vehicle parts mfg.,81.2,2.2,96.5,8.2,q2,2017
3977,3364,Aerospace product and parts mfg.,77.1,4.1,87.4,22.9,q2,2017
3978,3371,Household and institutional furniture and kitchen cabinet mfg.   2/,71.1,4.0,47.3,2.7,q2,2017
3979,3372,Office furniture (incl. fixtures) mfg.,74.2,4.0,54.6,5.1,q2,2017
3980,3379,Other furniture related product mfg.,66.5,4.8,54.7,5.8,q2,2017
3981,3391,Medical equipment and supplies mfg.,72.6,3.3,63.4,8.1,q2,2017
3982,33999,All other miscellaneous mfg.,60.0,3.6,66.3,12.7,q2,2017
3983,51112,Periodical publishers,99.6,35.8,145.1,31.1,q2,2017
3984,31-33,All manufacturing   1/,72.1,0.8,70.3,1.2,q3,2017
3985,31191,Snack food mfg.,73.9,5.3,124.7,7.7,q3,2017
3986,31192,Coffee and tea mfg.,61.7,7.0,63.1,42.9,q3,2017
3987,3121,Beverage mfg.,77.8,2.6,70.3,12.2,q3,2017
3988,3122,Tobacco mfg.,48.1,5.0,41.9,7.7,q3,2017
3989,3131,"Fiber, yarn, and thread mills",87.5,3.5,96.9,64.7,q3,2017
3990,3132,Fabric mills,70.9,16.8,64.6,11.6,q3,2017
3991,3133,"Textile and fabric finishing, and fabric coating mills",61.2,10.2,76.2,41.3,q3,2017
3992,3141,Textile furnishings mills,70.8,4.8,75.6,18.6,q3,2017
3993,3149,Other textile product mills,56.9,13.6,45.5,3.2,q3,2017
3994,31521,Cut and sew apparel contractors   2/,44.9,28.1,41.5,1.2,q3,2017
3995,31522,Men's and boy's cut and sew apparel mfg.,80.4,2.7,39.9,0.3,q3,2017
3996,31524,Women's and girl's cut and sew apparel mfg.   2/,95.2,3.7,89.7,46.5,q3,2017
3997,31528,Other cut and sew apparel mfg.   2/,92.8,4.4,41.5,2.1,q3,2017
3998,3159,Apparel accessories and other apparel mfg.,64.6,4.1,40.7,0.5,q3,2017
3999,3161,Leather and hide tanning and finishing,45.3,9.2,43.5,2.4,q3,2017
4000,3162,Footwear mfg.,57.2,3.3,42.3,6.8,q3,2017
4001,3169,Other leather and allied product mfg.,75.2,6.5,33.5,13,q3,2017
4002,3211,Sawmills and wood preservation,79.1,3.7,59.4,6.6,q3,2017
4003,3212,"Veneer, plywood, and engineered wood product mfg.",85.6,2.6,66.6,10.6,q3,2017
4004,3219,Other wood product mfg.,76.0,3.5,53.7,4.1,q3,2017
4005,32212,Paper mills,78.0,4.4,161.4,6.3,q3,2017
4006,32213,Paperboard mills,94.2,1.5,138.4,28.2,q3,2017
4007,3222,Converted paper product mfg.,77.8,2.6,95.9,13.7,q3,2017
4008,3231,Printing and related support activities,72.8,3.6,60.4,4.8,q3,2017
4009,32411,Petroleum refineries,84.3,2.3,166.9,0.7,q3,2017
4010,32511,Petrochemical mfg.,86.2,3.2,166.0,1.2,q3,2017
4011,325193,Ethyl alcohol mfg.,95.2,1.2,166.7,0.3,q3,2017
4012,325211,Plastics material and resin mfg.,69.6,4.6,90.8,23.4,q3,2017
4013,325212,Synthetic rubber mfg.,80.1,4.5,157.5,4.6,q3,2017
4014,32522,Artificial and synthetic fibers and filaments mfg.,81.4,4.4,78.2,27.6,q3,2017
4015,32531,Fertilizer mfg.,55.6,8.4,49.6,7.2,q3,2017
4016,32532,Pesticide and other agricultural chemical mfg.,51.9,0.9,139.5,6.1,q3,2017
4017,3254,Pharmaceutical and medicine mfg.,67.3,4.3,62.4,10.4,q3,2017
4018,3255,"Paint, coating, and adhesive mfg.",58.3,4.1,67.7,12.3,q3,2017
4019,3256,"Soap, cleaning compound, and toilet preparation mfg.",71.0,3.6,99.0,14,q3,2017
4020,3259,Other chemical product and preparation mfg.,65.3,7.6,78.7,13.9,q3,2017
4021,3261,Plastics product mfg.,76.3,1.8,99.9,6.8,q3,2017
4022,32621,Tire mfg.,83.7,3.3,62.7,12.6,q3,2017
4023,3271,Clay product and refractory mfg.,65.2,9.0,113.9,22.1,q3,2017
4024,3272,Glass and glass product mfg.,79.4,7.0,77.7,15.4,q3,2017
4025,32731,Cement mfg.,71.3,4.7,119.0,23,q3,2017
4026,3274,Lime and gypsum product mfg.,71.6,9.3,103.1,35.9,q3,2017
4027,3279,Other nonmetallic mineral product mfg.,80.7,2.9,98.8,21.2,q3,2017
4028,3313,Alumina and aluminum production and processing,73.5,6.7,114.5,45.4,q3,2017
4029,3314,Nonferrous metal (except aluminum) production and processing,53.6,2.4,108.4,26.8,q3,2017
4030,3315,Foundries,76.0,8.2,78.8,14.4,q3,2017
4031,3331,"Agriculture, construction, and mining machinery mfg.",51.9,1.9,62.2,7.4,q3,2017
4032,3332,Industrial machinery mfg.,74.7,2.1,55.3,10.2,q3,2017
4033,3333,Commercial and service industry machinery mfg.,73.3,4.1,56.1,9,q3,2017
4034,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",72.3,3.5,58.3,4.4,q3,2017
4035,3335,Metalworking machinery mfg.,72.2,3.4,58.7,3.5,q3,2017
4036,3336,"Engine, turbine, and power transmission equipment mfg.",66.6,3.7,77.9,20.8,q3,2017
4037,3339,Other general purpose machinery mfg.,71.1,3.2,65.7,6.5,q3,2017
4038,3341,Computer and peripheral equipment mfg.,73.3,6.1,50.8,5.7,q3,2017
4039,3342,Communications equipment mfg.,52.2,4.1,98.1,27,q3,2017
4040,334413,Semiconductor and related device mfg.,88.2,3.7,49.3,8.1,q3,2017
4041,3345,"Navigational, measuring, electromedical, and control instruments mfg.",62.4,3.7,51.5,3.9,q3,2017
4042,3351,Electric lighting equipment mfg.,60.0,6.6,47.4,6.6,q3,2017
4043,3352,Household appliance mfg.,70.3,1.5,93.9,12.6,q3,2017
4044,336111,Automobile mfg.,58.1,14.9,79.8,13.9,q3,2017
4045,336112,Light truck and utility vehicle mfg.,83.1,1.5,110.1,2.9,q3,2017
4046,33612,Heavy duty truck mfg.,60.3,2.6,71.0,20.9,q3,2017
4047,3362,Motor vehicle body and trailer mfg.,78.0,3.7,59.1,11,q3,2017
4048,3363,Motor vehicle parts mfg.,75.4,2.8,91.0,8.5,q3,2017
4049,3364,Aerospace product and parts mfg.,74.8,3.8,115.2,24.2,q3,2017
4050,3371,Household and institutional furniture and kitchen cabinet mfg.   2/,71.5,4.2,46.3,3,q3,2017
4051,3372,Office furniture (incl. fixtures) mfg.,71.0,5.8,56.4,6.1,q3,2017
4052,3379,Other furniture related product mfg.,73.8,2.0,50.6,3.8,q3,2017
4053,3391,Medical equipment and supplies mfg.,71.1,3.2,69.1,9.8,q3,2017
4054,33999,All other miscellaneous mfg.,60.3,3.4,75.1,15.8,q3,2017
4055,51112,Periodical publishers,99.5,36.3,138.0,34.1,q3,2017
4056,31-33,All manufacturing   1/,72.3,0.8,71.4,1.2,q4,2017
4057,31191,Snack food mfg.,78.8,1.8,81.2,41.6,q4,2017
4058,31192,Coffee and tea mfg.,70.7,6.2,57.8,54.6,q4,2017
4059,3121,Beverage mfg.,71.1,2.9,70.4,12.3,q4,2017
4060,3122,Tobacco mfg.,40.9,4.1,42.5,13.7,q4,2017
4061,3131,"Fiber, yarn, and thread mills",81.0,3.6,93.3,68.2,q4,2017
4062,3132,Fabric mills,60.3,11.6,67.2,9.8,q4,2017
4063,3133,"Textile and fabric finishing, and fabric coating mills",65.4,10.3,92.7,58,q4,2017
4064,3141,Textile furnishings mills,71.1,4.0,76.6,18.4,q4,2017
4065,3149,Other textile product mills,55.0,10.3,50.0,4.8,q4,2017
4066,31521,Cut and sew apparel contractors   2/,45.3,23.0,40.3,0.3,q4,2017
4067,31522,Men's and boy's cut and sew apparel mfg.,74.7,3.6,40.0,0.3,q4,2017
4068,31524,Women's and girl's cut and sew apparel mfg.   2/,94.5,8.2,75.9,21.3,q4,2017
4069,31528,Other cut and sew apparel mfg.   2/,60.7,7.7,40.5,0.8,q4,2017
4070,3159,Apparel accessories and other apparel mfg.,70.1,3.3,74.5,31.2,q4,2017
4071,3161,Leather and hide tanning and finishing,44.6,9.5,43.4,2.5,q4,2017
4072,3162,Footwear mfg.,54.6,1.8,42.1,8.9,q4,2017
4073,3169,Other leather and allied product mfg.,85.1,4.3,31.3,14,q4,2017
4074,3211,Sawmills and wood preservation,78.3,3.5,61.8,7.8,q4,2017
4075,3212,"Veneer, plywood, and engineered wood product mfg.",82.9,2.7,66.0,10.3,q4,2017
4076,3219,Other wood product mfg.,74.2,3.4,53.6,4.1,q4,2017
4077,32212,Paper mills,71.3,5.3,155.2,7.2,q4,2017
4078,32213,Paperboard mills,89.9,3.2,134.2,32.3,q4,2017
4079,3222,Converted paper product mfg.,79.7,2.6,105.2,12.9,q4,2017
4080,3231,Printing and related support activities,73.1,3.8,64.3,6.1,q4,2017
4081,32411,Petroleum refineries,90.3,1.1,167.0,0.6,q4,2017
4082,32511,Petrochemical mfg.,87.1,2.7,166.0,1.2,q4,2017
4083,325193,Ethyl alcohol mfg.,95.8,1.3,166.7,0.3,q4,2017
4084,325211,Plastics material and resin mfg.,76.9,5.2,122.8,14.2,q4,2017
4085,325212,Synthetic rubber mfg.,76.6,3.9,159.2,3.9,q4,2017
4086,32522,Artificial and synthetic fibers and filaments mfg.,79.1,3.9,69.6,20.1,q4,2017
4087,32531,Fertilizer mfg.,56.4,8.8,39.6,12.4,q4,2017
4088,32532,Pesticide and other agricultural chemical mfg.,63.0,2.0,137.2,7.5,q4,2017
4089,3254,Pharmaceutical and medicine mfg.,53.8,4.2,61.0,11.4,q4,2017
4090,3255,"Paint, coating, and adhesive mfg.",53.5,6.4,78.6,18.9,q4,2017
4091,3256,"Soap, cleaning compound, and toilet preparation mfg.",72.0,3.9,81.1,16.1,q4,2017
4092,3259,Other chemical product and preparation mfg.,61.4,4.6,83.2,14.4,q4,2017
4093,3261,Plastics product mfg.,74.1,1.9,104.0,6.6,q4,2017
4094,32621,Tire mfg.,81.4,3.6,57.0,12.1,q4,2017
4095,3271,Clay product and refractory mfg.,66.6,9.2,101.4,32.9,q4,2017
4096,3272,Glass and glass product mfg.,79.8,7.3,81.0,16,q4,2017
4097,32731,Cement mfg.,64.9,6.0,112.8,28.2,q4,2017
4098,3274,Lime and gypsum product mfg.,70.3,9.0,105.2,43,q4,2017
4099,3279,Other nonmetallic mineral product mfg.,79.6,2.6,78.3,17.6,q4,2017
4100,3313,Alumina and aluminum production and processing,66.7,6.4,163.5,5.1,q4,2017
4101,3314,Nonferrous metal (except aluminum) production and processing,53.9,3.8,104.2,28.7,q4,2017
4102,3315,Foundries,74.3,6.0,75.2,11.9,q4,2017
4103,3331,"Agriculture, construction, and mining machinery mfg.",52.2,2.8,59.0,7.8,q4,2017
4104,3332,Industrial machinery mfg.,71.7,2.6,52.5,7.7,q4,2017
4105,3333,Commercial and service industry machinery mfg.,72.2,3.3,57.1,10.5,q4,2017
4106,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",69.2,3.4,67.6,10.8,q4,2017
4107,3335,Metalworking machinery mfg.,69.1,1.9,61.3,4.1,q4,2017
4108,3336,"Engine, turbine, and power transmission equipment mfg.",63.3,2.6,79.0,19.7,q4,2017
4109,3339,Other general purpose machinery mfg.,72.0,3.3,63.5,6.1,q4,2017
4110,3341,Computer and peripheral equipment mfg.,74.5,4.9,46.2,4,q4,2017
4111,3342,Communications equipment mfg.,56.7,5.3,85.9,25.5,q4,2017
4112,334413,Semiconductor and related device mfg.,85.5,2.9,48.4,7.6,q4,2017
4113,3345,"Navigational, measuring, electromedical, and control instruments mfg.",64.8,3.5,52.4,4.5,q4,2017
4114,3351,Electric lighting equipment mfg.,62.1,3.3,50.0,15,q4,2017
4115,3352,Household appliance mfg.,70.1,2.1,93.9,10.9,q4,2017
4116,336111,Automobile mfg.,62.0,18.7,78.0,13.6,q4,2017
4117,336112,Light truck and utility vehicle mfg.,92.4,0.9,112.2,3,q4,2017
4118,33612,Heavy duty truck mfg.,51.4,1.5,98.0,3.7,q4,2017
4119,3362,Motor vehicle body and trailer mfg.,74.7,2.8,65.1,17.6,q4,2017
4120,3363,Motor vehicle parts mfg.,77.7,2.6,93.3,9.4,q4,2017
4121,3364,Aerospace product and parts mfg.,57.1,18.8,122.9,22.7,q4,2017
4122,3371,Household and institutional furniture and kitchen cabinet mfg.   2/,70.7,4.7,46.6,2.9,q4,2017
4123,3372,Office furniture (incl. fixtures) mfg.,68.1,5.9,52.6,5.4,q4,2017
4124,3379,Other furniture related product mfg.,66.4,2.5,54.6,5.6,q4,2017
4125,3391,Medical equipment and supplies mfg.,70.8,3.3,61.7,8.8,q4,2017
4126,33999,All other miscellaneous mfg.,58.4,4.4,53.1,4.5,q4,2017
4127,51112,Periodical publishers,59.1,6.7,101.7,19.5,q4,2017
4128,3111,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",67.1,6.3,93.2,8.2,q1,2017
4129,3111,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",64.4,5.9,103.2,10.5,q2,2017
4130,3111,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",63.1,5.8,111.7,10.7,q3,2017
4131,3111,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",71.2,4.4,102.3,9.7,q4,2017
4132,3117,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",67.1,6.3,93.2,8.2,q1,2017
4133,3117,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",64.4,5.9,103.2,10.5,q2,2017
4134,3117,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",63.1,5.8,111.7,10.7,q3,2017
4135,3117,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",71.2,4.4,102.3,9.7,q4,2017
4136,3118,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",67.1,6.3,93.2,8.2,q1,2017
4137,3118,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",64.4,5.9,103.2,10.5,q2,2017
4138,3118,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",63.1,5.8,111.7,10.7,q3,2017
4139,3118,"Animal food, bakery and tortilla mfg., seafood product preparation and packaging",71.2,4.4,102.3,9.7,q4,2017
4140,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",81.2,2,96.3,8.6,q1,2017
4141,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",80.0,2.7,99.4,9.2,q2,2017
4142,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.4,2.2,96.9,9.5,q3,2017
4143,3112,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.5,2.4,97.2,9,q4,2017
4144,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",81.2,2,96.3,8.6,q1,2017
4145,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",80.0,2.7,99.4,9.2,q2,2017
4146,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.4,2.2,96.9,9.5,q3,2017
4147,3115,"Grain and oilseed milling, dairy, and animal slaughtering and processing",83.5,2.4,97.2,9,q4,2017
4148,3116,"Grain and oilseed milling, dairy, and animal slaughtering and processing",81.2,2,96.3,8.6,q1,2017
